"Scenario","MTD","Dose1","Dose2","Dose3","Dose4","Dose5","Attempt"
7713,1,0.35,0.54,0.73,0.87,0.92,2
7714,1,0.24,0.37,0.54,0.72,0.85,1
7715,4,0.05,0.12,0.17,0.33,0.47,1
7716,1,0.36,0.46,0.6,0.78,0.89,1
7717,4,0.03,0.06,0.13,0.26,0.43,1
7718,5,0.01,0.05,0.1,0.17,0.3,1
7719,1,0.29,0.47,0.69,0.85,0.92,1
7720,3,0.06,0.15,0.26,0.38,0.48,1
7721,3,0.08,0.16,0.34,0.4,0.63,1
7722,1,0.24,0.43,0.59,0.66,0.8,1
7723,3,0.02,0.06,0.25,0.37,0.5,1
7724,3,0.05,0.13,0.25,0.35,0.51,2
7725,2,0.09,0.26,0.39,0.5,0.64,1
7726,1,0.27,0.45,0.67,0.81,0.85,1
7727,2,0.19,0.28,0.43,0.58,0.66,1
7728,5,0.01,0.03,0.07,0.15,0.28,2
7729,3,0.05,0.14,0.32,0.48,0.62,1
7730,3,0.05,0.16,0.36,0.51,0.69,1
7731,2,0.13,0.31,0.51,0.7,0.82,1
7732,1,0.32,0.47,0.71,0.85,0.92,1
7733,1,0.28,0.42,0.52,0.67,0.89,1
7734,5,0.01,0.02,0.04,0.08,0.23,1
7735,4,0.02,0.07,0.14,0.35,0.52,1
7736,2,0.18,0.35,0.37,0.58,0.72,1
7737,1,0.37,0.54,0.7,0.85,0.91,1
7738,3,0.07,0.16,0.34,0.5,0.67,1
7739,5,0.01,0.05,0.07,0.14,0.25,1
7740,5,0.01,0.04,0.11,0.17,0.36,2
7741,3,0.06,0.1,0.23,0.4,0.6,1
7742,3,0.08,0.17,0.34,0.44,0.62,1
7743,3,0.08,0.13,0.25,0.39,0.53,1
7744,5,0,0.02,0.04,0.13,0.31,1
7745,3,0.05,0.1,0.23,0.43,0.52,1
7746,2,0.17,0.25,0.38,0.47,0.61,1
7747,2,0.23,0.36,0.43,0.65,0.73,1
7748,4,0.01,0.03,0.08,0.25,0.35,1
7749,3,0.06,0.16,0.27,0.42,0.58,1
7750,5,0.01,0.02,0.08,0.18,0.3,1
7751,5,0.01,0.03,0.08,0.17,0.3,1
7752,2,0.17,0.37,0.58,0.71,0.83,1
7753,2,0.16,0.32,0.43,0.54,0.73,1
7754,1,0.35,0.48,0.69,0.78,0.84,1
7755,2,0.19,0.37,0.52,0.66,0.8,2
7756,2,0.1,0.28,0.4,0.54,0.67,1
7757,1,0.32,0.45,0.61,0.69,0.78,1
7758,2,0.23,0.33,0.48,0.68,0.79,1
7759,2,0.24,0.35,0.56,0.73,0.84,1
7760,2,0.15,0.25,0.39,0.56,0.64,2
7761,4,0.01,0.03,0.11,0.26,0.34,2
7762,4,0.02,0.06,0.11,0.26,0.4,1
7763,1,0.3,0.41,0.53,0.63,0.77,1
7764,1,0.28,0.37,0.53,0.7,0.81,1
7765,5,0.01,0.03,0.09,0.16,0.3,1
7766,3,0.06,0.12,0.24,0.43,0.64,1
7767,3,0.11,0.15,0.27,0.38,0.5,1
7768,2,0.15,0.31,0.4,0.5,0.66,1
7769,4,0.06,0.12,0.15,0.32,0.5,1
7770,5,0.02,0.06,0.09,0.15,0.28,2
7771,5,0.01,0.02,0.06,0.21,0.37,1
7772,1,0.37,0.45,0.62,0.75,0.9,1
7773,5,0.01,0.04,0.08,0.18,0.3,1
7774,3,0.1,0.22,0.35,0.56,0.73,1
7775,2,0.1,0.24,0.36,0.48,0.68,2
7776,4,0.02,0.07,0.23,0.29,0.42,1
7777,4,0.02,0.06,0.2,0.35,0.56,1
7778,2,0.15,0.29,0.45,0.65,0.81,1
7779,5,0.01,0.02,0.06,0.19,0.36,1
7780,5,0.01,0.03,0.07,0.1,0.29,1
7781,2,0.14,0.32,0.46,0.58,0.75,1
7782,3,0.09,0.17,0.34,0.49,0.66,1
7783,3,0.07,0.16,0.26,0.44,0.62,1
7784,4,0.01,0.06,0.12,0.33,0.45,1
7785,3,0.04,0.11,0.35,0.57,0.73,2
7786,5,0.04,0.07,0.1,0.21,0.37,1
7787,3,0.08,0.13,0.25,0.44,0.59,1
7788,3,0.08,0.11,0.26,0.35,0.63,1
7789,1,0.26,0.51,0.64,0.75,0.82,1
7790,4,0.04,0.08,0.14,0.28,0.36,1
7791,2,0.23,0.34,0.49,0.56,0.73,1
7792,1,0.26,0.42,0.55,0.76,0.84,1
7793,1,0.27,0.46,0.57,0.7,0.76,1
7794,5,0.01,0.02,0.07,0.18,0.32,1
7795,5,0.01,0.02,0.04,0.12,0.36,1
7796,1,0.34,0.46,0.63,0.77,0.88,1
7797,5,0.02,0.04,0.07,0.19,0.29,1
7798,5,0.02,0.04,0.1,0.16,0.37,1
7799,4,0.03,0.06,0.13,0.34,0.52,1
7800,2,0.17,0.36,0.56,0.68,0.82,1
7801,5,0.01,0.02,0.04,0.07,0.29,1
7802,5,0.04,0.07,0.14,0.24,0.35,1
7803,2,0.16,0.37,0.58,0.72,0.84,2
7804,2,0.11,0.27,0.4,0.49,0.61,1
7805,3,0.07,0.17,0.35,0.49,0.59,1
7806,2,0.1,0.24,0.43,0.44,0.61,1
7807,1,0.33,0.5,0.67,0.81,0.9,1
7808,5,0.04,0.08,0.11,0.23,0.32,2
7809,4,0.04,0.08,0.13,0.32,0.49,1
7810,4,0.04,0.06,0.11,0.28,0.36,1
7811,2,0.22,0.36,0.45,0.6,0.8,1
7812,1,0.26,0.36,0.48,0.66,0.79,1
7813,1,0.37,0.54,0.72,0.86,0.91,1
7814,3,0.07,0.12,0.27,0.47,0.72,1
7815,3,0.05,0.14,0.32,0.49,0.7,1
7816,4,0.03,0.07,0.14,0.28,0.42,1
7817,5,0.02,0.04,0.09,0.23,0.35,1
7818,2,0.13,0.23,0.43,0.73,0.84,1
7819,4,0.02,0.03,0.13,0.3,0.51,2
7820,1,0.27,0.41,0.56,0.74,0.86,1
7821,4,0.05,0.09,0.16,0.35,0.51,1
7822,3,0.09,0.18,0.31,0.42,0.6,1
7823,1,0.26,0.54,0.68,0.82,0.92,1
7824,1,0.36,0.6,0.72,0.84,0.86,1
7825,4,0.03,0.08,0.17,0.25,0.45,1
7826,3,0.03,0.1,0.34,0.54,0.73,1
7827,3,0.11,0.15,0.35,0.48,0.66,1
7828,4,0.06,0.09,0.17,0.34,0.56,1
7829,4,0.02,0.05,0.14,0.29,0.5,1
7830,5,0.01,0.02,0.04,0.08,0.27,2
7831,5,0.02,0.07,0.11,0.16,0.35,1
7832,3,0.1,0.16,0.33,0.44,0.63,1
7833,5,0.01,0.03,0.06,0.19,0.34,1
7834,4,0.04,0.07,0.14,0.25,0.48,1
7835,5,0.04,0.06,0.1,0.15,0.29,1
7836,2,0.19,0.3,0.37,0.5,0.56,1
7837,5,0,0.01,0.03,0.1,0.23,2
7838,3,0.07,0.16,0.28,0.43,0.6,2
7839,1,0.29,0.33,0.43,0.52,0.62,1
7840,1,0.32,0.5,0.61,0.78,0.87,1
7841,5,0.01,0.04,0.11,0.23,0.36,1
7842,1,0.37,0.55,0.62,0.77,0.9,2
7843,1,0.32,0.52,0.7,0.77,0.81,1
7844,2,0.17,0.36,0.56,0.63,0.82,1
7845,3,0.08,0.1,0.28,0.4,0.57,1
7846,3,0.05,0.13,0.32,0.41,0.61,1
7847,1,0.34,0.45,0.69,0.83,0.93,1
7848,4,0.05,0.09,0.13,0.29,0.49,1
7849,5,0.01,0.02,0.07,0.13,0.31,1
7850,1,0.34,0.56,0.67,0.83,0.91,1
7851,1,0.28,0.43,0.58,0.73,0.86,2
7852,5,0.04,0.06,0.07,0.19,0.35,1
7853,4,0.04,0.07,0.12,0.23,0.41,1
7854,5,0,0.01,0.02,0.07,0.23,1
7855,3,0.12,0.17,0.31,0.47,0.6,2
7856,2,0.1,0.28,0.39,0.6,0.7,1
7857,1,0.34,0.59,0.77,0.85,0.91,1
7858,5,0.04,0.07,0.14,0.18,0.31,1
7859,3,0.05,0.11,0.23,0.41,0.56,1
7860,4,0.02,0.07,0.11,0.31,0.59,1
7861,1,0.35,0.52,0.72,0.79,0.82,1
7862,2,0.19,0.34,0.39,0.54,0.62,2
7863,2,0.16,0.32,0.46,0.62,0.72,1
7864,5,0.01,0.03,0.05,0.13,0.25,1
7865,3,0.12,0.25,0.33,0.48,0.71,1
7866,2,0.14,0.24,0.45,0.54,0.72,1
7867,4,0.02,0.07,0.17,0.3,0.45,1
7868,2,0.19,0.35,0.36,0.52,0.69,1
7869,1,0.24,0.43,0.67,0.81,0.9,1
7870,5,0,0.01,0.04,0.08,0.31,1
7871,4,0.02,0.07,0.17,0.27,0.51,1
7872,5,0.02,0.03,0.1,0.14,0.34,1
7873,3,0.09,0.14,0.29,0.45,0.52,1
7874,2,0.13,0.28,0.47,0.66,0.73,1
7875,4,0.03,0.05,0.12,0.26,0.46,1
7876,4,0.02,0.06,0.15,0.3,0.49,1
7877,5,0.02,0.04,0.05,0.19,0.35,2
7878,4,0.03,0.09,0.2,0.28,0.37,2
7879,2,0.12,0.37,0.48,0.62,0.7,2
7880,1,0.37,0.61,0.67,0.75,0.84,1
7881,1,0.37,0.61,0.81,0.91,0.95,1
7882,3,0.07,0.15,0.34,0.45,0.59,1
7883,5,0.02,0.04,0.09,0.16,0.29,2
7884,1,0.31,0.49,0.66,0.81,0.91,1
7885,3,0.09,0.2,0.3,0.52,0.75,1
7886,5,0.02,0.03,0.1,0.18,0.35,1
7887,3,0.07,0.2,0.35,0.56,0.68,1
7888,3,0.14,0.2,0.33,0.44,0.53,1
7889,5,0.01,0.02,0.06,0.18,0.3,1
7890,1,0.26,0.4,0.6,0.79,0.84,1
7891,1,0.35,0.36,0.51,0.63,0.78,1
7892,2,0.1,0.29,0.37,0.6,0.75,1
7893,3,0.04,0.11,0.33,0.48,0.62,1
7894,5,0.01,0.04,0.07,0.16,0.27,1
7895,2,0.18,0.26,0.39,0.42,0.51,1
7896,1,0.32,0.47,0.64,0.76,0.86,1
7897,5,0.01,0.04,0.1,0.19,0.34,2
7898,1,0.29,0.49,0.59,0.68,0.8,2
7899,2,0.16,0.32,0.49,0.59,0.77,1
7900,1,0.28,0.52,0.67,0.83,0.89,1
7901,4,0.03,0.07,0.12,0.28,0.36,1
7902,4,0.03,0.04,0.16,0.28,0.38,1
7903,1,0.25,0.35,0.51,0.62,0.78,1
7904,3,0.07,0.1,0.24,0.41,0.62,1
7905,3,0.04,0.14,0.27,0.35,0.59,1
7906,3,0.07,0.17,0.33,0.4,0.52,1
7907,3,0.05,0.15,0.25,0.4,0.62,1
7908,3,0.06,0.13,0.35,0.43,0.58,1
7909,2,0.13,0.28,0.44,0.62,0.78,1
7910,1,0.23,0.39,0.45,0.62,0.7,1
7911,5,0.04,0.08,0.1,0.2,0.29,1
7912,4,0.04,0.1,0.22,0.3,0.49,1
7913,4,0.02,0.04,0.11,0.33,0.43,1
7914,3,0.05,0.1,0.28,0.41,0.64,1
7915,4,0.01,0.04,0.12,0.34,0.52,1
7916,4,0.02,0.07,0.1,0.3,0.53,1
7917,1,0.32,0.47,0.7,0.82,0.89,1
7918,4,0.01,0.03,0.08,0.24,0.37,2
7919,2,0.09,0.32,0.54,0.68,0.83,1
7920,5,0.01,0.04,0.05,0.11,0.32,1
7921,3,0.07,0.19,0.36,0.51,0.67,1
7922,1,0.32,0.52,0.61,0.71,0.83,1
7923,3,0.08,0.2,0.28,0.46,0.61,1
7924,3,0.06,0.1,0.23,0.39,0.59,1
7925,2,0.21,0.29,0.46,0.62,0.73,1
7926,4,0.02,0.03,0.09,0.26,0.44,1
7927,2,0.18,0.25,0.36,0.6,0.74,1
7928,4,0.05,0.09,0.15,0.3,0.48,1
7929,2,0.15,0.33,0.48,0.66,0.79,1
7930,3,0.06,0.14,0.24,0.43,0.59,1
7931,5,0.01,0.02,0.05,0.12,0.28,4
7932,3,0.18,0.24,0.34,0.41,0.56,1
7933,5,0.01,0.02,0.07,0.17,0.36,1
7934,3,0.05,0.14,0.25,0.43,0.57,1
7935,4,0.02,0.05,0.11,0.25,0.38,1
7936,1,0.27,0.38,0.44,0.61,0.8,1
7937,4,0.05,0.11,0.17,0.31,0.42,1
7938,4,0.04,0.05,0.15,0.35,0.46,1
7939,5,0.02,0.03,0.07,0.16,0.31,1
7940,2,0.1,0.24,0.4,0.62,0.8,1
7941,3,0.05,0.17,0.31,0.46,0.66,1
7942,3,0.09,0.16,0.33,0.45,0.65,1
7943,1,0.25,0.45,0.6,0.66,0.82,1
7944,5,0.01,0.02,0.03,0.1,0.29,1
7945,3,0.11,0.25,0.34,0.44,0.54,1
7946,4,0.02,0.03,0.13,0.27,0.45,2
7947,5,0.01,0.03,0.08,0.16,0.24,1
7948,3,0.09,0.25,0.34,0.5,0.66,1
7949,1,0.29,0.42,0.56,0.68,0.83,2
7950,5,0.01,0.02,0.03,0.1,0.26,1
7951,4,0.06,0.1,0.17,0.28,0.54,1
7952,1,0.35,0.45,0.6,0.79,0.87,1
7953,5,0.01,0.02,0.04,0.13,0.23,2
7954,3,0.03,0.1,0.29,0.46,0.7,1
7955,1,0.31,0.44,0.58,0.75,0.85,1
7956,4,0.04,0.06,0.17,0.29,0.41,3
7957,1,0.31,0.53,0.7,0.81,0.85,1
7958,5,0.01,0.03,0.05,0.1,0.29,1
7959,3,0.13,0.24,0.31,0.45,0.64,1
7960,2,0.09,0.3,0.37,0.54,0.63,1
7961,2,0.14,0.37,0.58,0.72,0.85,1
7962,1,0.34,0.56,0.75,0.84,0.89,2
7963,1,0.31,0.44,0.62,0.84,0.9,1
7964,1,0.23,0.37,0.47,0.61,0.72,1
7965,5,0.01,0.02,0.04,0.08,0.27,1
7966,3,0.08,0.17,0.32,0.44,0.62,1
7967,4,0.07,0.14,0.21,0.35,0.56,3
7968,2,0.13,0.33,0.48,0.65,0.72,1
7969,2,0.15,0.26,0.38,0.51,0.68,1
7970,5,0.01,0.02,0.06,0.14,0.32,1
7971,1,0.31,0.43,0.58,0.74,0.83,4
7972,2,0.12,0.29,0.43,0.64,0.77,2
7973,5,0.02,0.03,0.1,0.2,0.37,1
7974,5,0.01,0.03,0.09,0.2,0.31,1
7975,2,0.15,0.33,0.45,0.65,0.79,1
7976,4,0.02,0.05,0.14,0.28,0.47,2
7977,4,0.01,0.03,0.06,0.27,0.42,1
7978,5,0.04,0.08,0.14,0.25,0.33,1
7979,5,0.01,0.02,0.05,0.09,0.26,1
7980,3,0.08,0.16,0.35,0.57,0.71,1
7981,2,0.12,0.26,0.44,0.56,0.72,1
7982,5,0.01,0.03,0.05,0.12,0.31,1
7983,4,0.02,0.05,0.11,0.32,0.52,1
7984,1,0.36,0.46,0.6,0.68,0.86,1
7985,2,0.23,0.35,0.45,0.67,0.8,1
7986,2,0.14,0.33,0.52,0.73,0.8,1
7987,3,0.1,0.18,0.33,0.53,0.7,1
7988,4,0.03,0.07,0.13,0.28,0.53,1
7989,4,0.06,0.08,0.18,0.36,0.48,1
7990,1,0.28,0.37,0.53,0.64,0.83,1
7991,5,0.01,0.04,0.09,0.11,0.26,1
7992,1,0.29,0.41,0.58,0.77,0.87,2
7993,4,0.01,0.05,0.14,0.3,0.45,1
7994,4,0.02,0.06,0.22,0.33,0.45,2
7995,1,0.33,0.43,0.55,0.75,0.84,1
7996,5,0.01,0.02,0.06,0.1,0.25,1
7997,2,0.1,0.27,0.53,0.67,0.82,1
7998,3,0.06,0.16,0.37,0.56,0.68,1
7999,3,0.05,0.17,0.36,0.44,0.67,1
8000,3,0.07,0.19,0.33,0.49,0.6,1
8001,1,0.27,0.46,0.77,0.86,0.95,1
8002,4,0.02,0.05,0.15,0.32,0.44,1
8003,1,0.31,0.5,0.69,0.78,0.84,1
8004,5,0.01,0.02,0.06,0.13,0.3,1
8005,4,0.02,0.05,0.13,0.24,0.37,1
8006,1,0.28,0.38,0.5,0.63,0.81,1
8007,3,0.05,0.12,0.26,0.39,0.44,1
8008,3,0.09,0.19,0.3,0.49,0.66,1
8009,3,0.09,0.19,0.36,0.5,0.66,1
8010,2,0.21,0.29,0.41,0.54,0.7,1
8011,1,0.29,0.46,0.68,0.8,0.89,1
8012,3,0.06,0.13,0.31,0.42,0.63,1
8013,5,0.02,0.05,0.09,0.16,0.25,1
8014,1,0.26,0.44,0.67,0.77,0.85,2
8015,2,0.18,0.35,0.39,0.46,0.58,1
8016,3,0.06,0.19,0.37,0.45,0.6,1
8017,4,0.04,0.1,0.18,0.33,0.53,1
8018,3,0.03,0.12,0.24,0.46,0.66,1
8019,3,0.07,0.15,0.35,0.54,0.7,1
8020,4,0.03,0.06,0.15,0.34,0.51,2
8021,5,0.02,0.04,0.08,0.16,0.29,1
8022,1,0.36,0.48,0.65,0.77,0.84,1
8023,2,0.17,0.35,0.53,0.69,0.81,1
8024,2,0.17,0.37,0.44,0.61,0.83,1
8025,1,0.25,0.39,0.5,0.68,0.79,1
8026,5,0.03,0.06,0.1,0.2,0.34,2
8027,5,0.03,0.07,0.12,0.13,0.24,1
8028,1,0.35,0.52,0.72,0.87,0.91,1
8029,5,0.02,0.04,0.08,0.17,0.36,1
8030,2,0.1,0.25,0.36,0.46,0.63,1
8031,5,0.01,0.02,0.05,0.12,0.27,1
8032,2,0.17,0.25,0.42,0.58,0.77,1
8033,5,0,0.02,0.04,0.1,0.28,1
8034,4,0.03,0.05,0.11,0.27,0.42,2
8035,3,0.08,0.17,0.28,0.56,0.7,1
8036,3,0.13,0.21,0.34,0.46,0.62,1
8037,4,0.05,0.11,0.13,0.28,0.45,1
8038,1,0.33,0.46,0.54,0.69,0.84,1
8039,5,0.01,0.02,0.07,0.19,0.37,1
8040,5,0.01,0.02,0.04,0.08,0.24,1
8041,1,0.25,0.48,0.57,0.62,0.79,1
8042,3,0.08,0.13,0.28,0.4,0.57,1
8043,2,0.12,0.27,0.38,0.65,0.82,1
8044,5,0.02,0.03,0.06,0.15,0.3,1
8045,5,0.02,0.06,0.11,0.2,0.34,1
8046,5,0.02,0.04,0.06,0.08,0.25,1
8047,3,0.03,0.09,0.24,0.45,0.64,1
8048,3,0.04,0.13,0.24,0.39,0.55,1
8049,4,0.02,0.03,0.13,0.28,0.42,1
8050,1,0.25,0.45,0.58,0.74,0.84,1
8051,4,0.04,0.07,0.17,0.35,0.57,1
8052,1,0.34,0.39,0.49,0.71,0.89,1
8053,5,0.01,0.04,0.14,0.18,0.37,1
8054,3,0.07,0.15,0.31,0.37,0.53,2
8055,2,0.22,0.37,0.44,0.65,0.75,1
8056,1,0.36,0.42,0.53,0.66,0.82,1
8057,5,0.01,0.03,0.05,0.14,0.25,1
8058,5,0.02,0.04,0.08,0.17,0.34,1
8059,5,0.03,0.05,0.08,0.13,0.32,1
8060,3,0.07,0.13,0.26,0.4,0.64,1
8061,5,0.01,0.02,0.05,0.11,0.28,1
8062,4,0.03,0.07,0.19,0.34,0.46,1
8063,4,0.02,0.05,0.17,0.29,0.45,1
8064,1,0.27,0.35,0.47,0.69,0.81,1
8065,3,0.05,0.16,0.33,0.51,0.7,1
8066,1,0.31,0.38,0.59,0.76,0.85,1
8067,5,0.02,0.04,0.08,0.14,0.24,1
8068,2,0.16,0.34,0.51,0.64,0.73,2
8069,4,0.03,0.07,0.13,0.26,0.43,1
8070,4,0.04,0.13,0.19,0.31,0.46,1
8071,4,0.02,0.04,0.11,0.27,0.49,2
8072,5,0.01,0.03,0.08,0.17,0.35,1
8073,5,0.01,0.03,0.07,0.16,0.28,1
8074,4,0.03,0.08,0.21,0.3,0.41,1
8075,5,0.01,0.02,0.04,0.11,0.3,2
8076,2,0.15,0.32,0.42,0.54,0.68,1
8077,1,0.3,0.47,0.75,0.86,0.93,1
8078,3,0.04,0.09,0.3,0.4,0.59,1
8079,5,0.01,0.03,0.09,0.23,0.28,1
8080,4,0.06,0.09,0.2,0.35,0.48,1
8081,1,0.32,0.4,0.58,0.79,0.86,1
8082,4,0.03,0.06,0.17,0.32,0.45,1
8083,4,0.02,0.05,0.11,0.32,0.48,3
8084,5,0.02,0.04,0.11,0.14,0.28,1
8085,4,0.01,0.03,0.09,0.24,0.41,1
8086,1,0.33,0.46,0.67,0.77,0.89,1
8087,3,0.1,0.25,0.34,0.56,0.73,1
8088,5,0,0.02,0.04,0.16,0.26,1
8089,4,0.04,0.09,0.26,0.3,0.48,1
8090,5,0.02,0.04,0.06,0.11,0.25,2
8091,5,0.02,0.04,0.05,0.1,0.27,1
8092,2,0.22,0.36,0.51,0.72,0.84,1
8093,3,0.08,0.18,0.3,0.44,0.56,1
8094,4,0.03,0.06,0.16,0.29,0.46,1
8095,1,0.27,0.44,0.51,0.61,0.74,1
8096,2,0.16,0.34,0.49,0.6,0.77,1
8097,3,0.07,0.18,0.3,0.48,0.64,1
8098,3,0.06,0.12,0.26,0.54,0.72,1
8099,4,0.04,0.08,0.13,0.26,0.38,1
8100,3,0.07,0.12,0.25,0.38,0.6,1
8101,3,0.08,0.14,0.31,0.45,0.59,1
8102,2,0.18,0.35,0.53,0.66,0.78,1
8103,4,0.03,0.06,0.14,0.28,0.42,1
8104,5,0.01,0.03,0.07,0.16,0.31,2
8105,4,0.04,0.07,0.2,0.27,0.41,1
8106,4,0.03,0.08,0.19,0.27,0.46,1
8107,2,0.11,0.35,0.49,0.63,0.78,1
8108,1,0.34,0.53,0.67,0.84,0.87,1
8109,1,0.31,0.42,0.65,0.78,0.87,1
8110,4,0.02,0.04,0.12,0.23,0.38,1
8111,3,0.02,0.07,0.23,0.46,0.61,1
8112,5,0.01,0.02,0.06,0.09,0.24,1
8113,5,0.02,0.03,0.1,0.2,0.32,1
8114,4,0.04,0.09,0.19,0.33,0.51,1
8115,1,0.37,0.47,0.66,0.85,0.91,1
8116,5,0.01,0.02,0.06,0.17,0.35,1
8117,1,0.34,0.48,0.59,0.78,0.91,1
8118,1,0.32,0.46,0.57,0.7,0.84,1
8119,3,0.05,0.11,0.26,0.52,0.66,1
8120,5,0.01,0.02,0.04,0.13,0.32,1
8121,2,0.15,0.31,0.44,0.6,0.71,1
8122,1,0.29,0.41,0.43,0.63,0.75,1
8123,1,0.31,0.47,0.69,0.82,0.91,1
8124,3,0.04,0.13,0.27,0.43,0.59,1
8125,2,0.09,0.25,0.38,0.53,0.68,1
8126,2,0.18,0.28,0.39,0.54,0.8,1
8127,2,0.13,0.31,0.54,0.7,0.85,1
8128,5,0.01,0.03,0.09,0.12,0.29,1
8129,2,0.15,0.28,0.47,0.66,0.78,1
8130,5,0.01,0.02,0.05,0.11,0.28,1
8131,4,0.02,0.07,0.16,0.23,0.38,1
8132,3,0.04,0.07,0.25,0.37,0.57,1
8133,5,0.02,0.05,0.08,0.16,0.31,1
8134,5,0.02,0.05,0.06,0.11,0.25,1
8135,5,0.01,0.02,0.05,0.18,0.23,1
8136,1,0.28,0.44,0.64,0.73,0.87,1
8137,1,0.32,0.48,0.71,0.74,0.89,1
8138,3,0.03,0.08,0.23,0.38,0.52,1
8139,4,0.02,0.08,0.18,0.34,0.47,1
8140,5,0.01,0.02,0.06,0.12,0.32,1
8141,3,0.06,0.19,0.32,0.47,0.67,1
8142,4,0.02,0.08,0.13,0.26,0.41,1
8143,3,0.05,0.13,0.23,0.39,0.62,1
8144,3,0.06,0.12,0.26,0.51,0.62,1
8145,1,0.32,0.46,0.56,0.62,0.68,1
8146,4,0.02,0.05,0.12,0.34,0.38,1
8147,4,0.01,0.04,0.15,0.26,0.38,1
8148,5,0.01,0.02,0.06,0.12,0.31,1
8149,2,0.13,0.28,0.51,0.74,0.86,1
8150,1,0.34,0.46,0.62,0.73,0.83,1
8151,3,0.07,0.16,0.32,0.43,0.59,1
8152,1,0.33,0.53,0.69,0.79,0.87,1
8153,3,0.04,0.11,0.25,0.54,0.77,1
8154,4,0.03,0.05,0.09,0.26,0.39,1
8155,3,0.04,0.08,0.23,0.46,0.66,1
8156,3,0.1,0.21,0.31,0.49,0.55,1
8157,2,0.14,0.35,0.43,0.63,0.74,1
8158,5,0.03,0.09,0.18,0.23,0.33,1
8159,1,0.32,0.43,0.56,0.66,0.88,1
8160,3,0.16,0.25,0.33,0.42,0.66,1
8161,1,0.32,0.42,0.6,0.74,0.87,1
8162,4,0.03,0.07,0.16,0.29,0.4,1
8163,5,0.01,0.02,0.06,0.13,0.3,1
8164,5,0.02,0.05,0.14,0.19,0.35,1
8165,1,0.25,0.41,0.6,0.8,0.83,1
8166,3,0.08,0.16,0.36,0.55,0.75,1
8167,5,0.02,0.03,0.08,0.17,0.35,1
8168,4,0.02,0.05,0.16,0.27,0.38,1
8169,2,0.13,0.32,0.4,0.62,0.8,1
8170,5,0.01,0.04,0.09,0.18,0.35,1
8171,5,0.01,0.02,0.05,0.13,0.37,1
8172,3,0.05,0.1,0.29,0.52,0.65,1
8173,3,0.1,0.23,0.36,0.53,0.62,1
8174,3,0.07,0.16,0.36,0.58,0.65,1
8175,3,0.05,0.13,0.28,0.54,0.72,1
8176,3,0.05,0.16,0.27,0.37,0.49,1
8177,4,0.07,0.1,0.19,0.25,0.39,1
8178,1,0.24,0.36,0.49,0.6,0.78,1
8179,1,0.27,0.4,0.59,0.75,0.88,1
8180,1,0.3,0.54,0.73,0.83,0.9,1
8181,4,0.05,0.12,0.18,0.3,0.48,1
8182,3,0.07,0.1,0.25,0.38,0.53,1
8183,2,0.1,0.26,0.5,0.61,0.69,1
8184,3,0.07,0.15,0.25,0.47,0.57,1
8185,5,0.01,0.04,0.06,0.12,0.23,1
8186,4,0.03,0.09,0.22,0.34,0.45,1
8187,3,0.05,0.12,0.26,0.44,0.67,1
8188,4,0.03,0.08,0.12,0.27,0.36,1
8189,1,0.32,0.47,0.61,0.73,0.88,1
8190,1,0.34,0.4,0.5,0.68,0.76,1
8191,2,0.17,0.35,0.56,0.69,0.81,1
8192,5,0.02,0.08,0.13,0.2,0.32,1
8193,2,0.09,0.28,0.42,0.63,0.75,2
8194,2,0.23,0.35,0.47,0.67,0.83,1
8195,5,0.02,0.03,0.06,0.19,0.37,2
8196,2,0.22,0.37,0.57,0.66,0.78,1
8197,5,0.01,0.02,0.03,0.09,0.29,2
8198,2,0.13,0.28,0.47,0.64,0.74,1
8199,5,0.02,0.04,0.07,0.18,0.24,1
8200,1,0.33,0.53,0.7,0.79,0.87,1
8201,3,0.05,0.13,0.28,0.38,0.57,2
8202,2,0.22,0.33,0.49,0.5,0.66,1
8203,4,0.04,0.08,0.17,0.34,0.5,1
8204,2,0.2,0.35,0.5,0.76,0.84,2
8205,3,0.09,0.16,0.35,0.54,0.61,1
8206,4,0.03,0.08,0.13,0.23,0.47,3
8207,4,0.03,0.04,0.11,0.34,0.54,1
8208,3,0.05,0.15,0.27,0.44,0.65,1
8209,4,0.02,0.04,0.1,0.28,0.44,1
8210,3,0.13,0.17,0.32,0.4,0.57,1
8211,3,0.1,0.21,0.3,0.57,0.74,1
8212,2,0.15,0.3,0.46,0.63,0.8,1
8213,2,0.16,0.34,0.55,0.68,0.79,1
8214,2,0.2,0.35,0.46,0.61,0.78,1
8215,4,0.02,0.04,0.1,0.31,0.43,1
8216,4,0.02,0.06,0.11,0.26,0.34,1
8217,1,0.32,0.48,0.68,0.73,0.83,1
8218,5,0.01,0.03,0.06,0.17,0.28,1
8219,5,0.01,0.02,0.06,0.14,0.31,2
8220,5,0.01,0.02,0.07,0.15,0.36,1
8221,4,0.03,0.08,0.13,0.28,0.37,1
8222,1,0.35,0.48,0.67,0.77,0.84,1
8223,3,0.08,0.14,0.3,0.55,0.6,1
8224,3,0.14,0.21,0.32,0.58,0.71,1
8225,1,0.28,0.44,0.69,0.75,0.84,1
8226,4,0.02,0.07,0.14,0.3,0.48,1
8227,4,0.05,0.13,0.17,0.29,0.36,1
8228,2,0.14,0.36,0.46,0.54,0.75,1
8229,1,0.37,0.53,0.72,0.85,0.93,1
